学年,対象の漢字,問題,答え
小６,穴,アナを掘る,穴
小６,穴,スアナに隠れる,巣穴
小６,券,テイキケンを買う,定期券
小６,券,ワリビキケンを使う,割引券
小６,券,リョケンを忘れる,旅券
小６,絹,ケンプを織る,絹布
小６,絹,キヌのハンカチ,絹
小６,絹,キヌイトを紡ぐ,絹糸
小６,権,ケンリを主張する,権利
小６,権,ジンケンを尊重する,人権
小６,権,ケンリョクを握る,権力
小６,憲,ケンポウ記念日,憲法
小６,憲,イケン審査,違憲
小６,憲,リッケン君主制,立憲
小６,源,川のゲンリュウ,源流
小６,源,力のミナモト,源
小６,源,天然シゲン,資源
小６,厳,ゲンジュウに注意する,厳重
小６,厳,キビしい寒さ,厳
小６,厳,ゲンカクな父,厳格
小６,己,ジコ中心的な考え,自己
小６,己,オノレを知る,己
小６,己,チキを得る,知己
小６,呼,深コキュウをする,呼吸
小６,呼,名前をヨぶ,呼
小６,呼,カンコの声,歓呼
小６,誤,ゴカイを招く,誤解
小６,誤,計算をアヤマる,誤
小６,誤,ゴサンが生じる,誤算
小６,后,コウゴウ陛下,皇后
小６,后,タイコウの位,太后
小６,后,コウヒの座,后妃
小６,孝,オヤコウコウをする,親孝行
小６,孝,コウコウ息子,孝行
小６,孝,フコウをわびる,不孝
小６,皇,コウキョの前,皇居
小６,皇,テンノウ誕生日,天皇
小６,皇,コウゾクの方々,皇族
小６,紅,コウチャを飲む,紅茶
小６,紅,ベニ色の花,紅
小６,紅,コウハク歌合戦,紅白
小６,降,コウスイ確率,降水
小６,降,雨がフる,降
小６,降,バスをオりる,降
小６,鋼,コウザイを運ぶ,鋼材
小６,鋼,ハガネの心,鋼
小６,鋼,テッコウ業,鉄鋼
小６,刻,出発のジコク,時刻
小６,刻,木に名前をキザむ,刻
小６,刻,チョウコクの作品,彫刻
小６,穀,コクモツを輸入する,穀物
小６,穀,ザッコク米,雑穀
小６,穀,コクソウ地帯,穀倉
小６,骨,腕をコッセツする,骨折
小６,骨,魚のホネ,骨
小６,骨,テッコツの建物,鉄骨
小６,困,コンナンを乗り越える,困難
小６,困,返答にコマル,困
小６,困,ヒンコンをなくす,貧困
小６,砂,サバクの緑化,砂漠
小６,砂,スナ遊び,砂
小６,砂,サキュウを歩く,砂丘
小６,座,ザセキに座る,座席
小６,座,椅子にスワる,座
小６,座,セイザをする,正座
小６,済,ケイザイが発展する,経済
小６,済,用事がスむ,済
小６,済,借金をヘンサイする,返済
小６,裁,サイバンにかける,裁判
小６,裁,罪をサバく,裁
小６,裁,サイホウ道具,裁縫
小６,策,タイサクを練る,対策
小６,策,サクリャクに陥る,策略
小６,策,シサクを講じる,施策
小６,冊,サッシを配る,冊子
小６,冊,本をサンサツ買う,三冊
小６,冊,ベッサツの付録,別冊
小６,蚕,ヨウサン業,養蚕
小６,蚕,カイコを飼う,蚕
小６,蚕,サンシをとる,蚕糸
小６,至,シキュウ連絡する,至急
小６,至,現在にイタる,至
小６,至,ゲシの候,夏至
小６,私,授業中のシゴ,私語
小６,私,ワタクシの意見,私
小６,私,シリツの学校,私立
小６,姿,シセイが良い,姿勢
小６,姿,スガタを消す,姿
小６,姿,ヨウシ端麗,容姿
小６,視,シリョクを測る,視力
小６,視,シカイが広がる,視界
小６,視,シテンを変える,視点
小６,詞,カシを覚える,歌詞
小６,詞,ヒンシの分類,品詞
小６,詞,ドウシの活用,動詞
小６,誌,ザッシを読む,雑誌
小６,誌,ニッシをつける,日誌
小６,誌,ガクネイシ,学年誌
小６,磁,ジリョクの強さ,磁力
小６,磁,デンジシャクの実験,電磁石
小６,磁,ジキテープ,磁気
小６,射,チュウシャを打つ,注射
小６,射,矢をイる,射
小６,射,光がハンシャする,反射
小６,捨,シシャゴニュウする,四捨
小６,捨,ゴミをスてる,捨
小６,捨,トリステる,取り捨て
小６,尺,シャクドを合わせる,尺度
小６,尺,地図のシュクシャク,縮尺
小６,尺,マキジャクで測る,巻尺
小６,若,ジャクネン層,若年
小６,若,ワカい世代,若
小６,若,ワカモノの街,若者
小６,樹,ジュモクが茂る,樹木
小６,樹,カジュ園,果樹
小６,樹,ジュヒを剥ぐ,樹皮
小６,収,シュウニュウを得る,収入
小６,収,税をオサめる,収
小６,収,シュウカクの秋,収穫
小６,宗,シュウキョウの自由,宗教
小６,宗,シュウハが違う,宗派
小６,宗,ソウケの当主,宗家
小６,就,シュウショク活動,就職
小６,就,仕事にツく,就
小６,就,シュウニン式,就任
小６,衆,シュウギイン議員,衆議院
小６,衆,タイシュウ食堂,大衆
小６,衆,グンシュウの波,群衆
小６,従,ジュウジュンな態度,従順
小６,従,ルールにシタガう,従
小６,従,ジュウギョウイン,従業員
小６,縦,ジュウオウ無尽,縦横
小６,縦,タテと横,縦
小６,縦,ソウジュウ席,操縦
小６,縮,写真をシュクショウする,縮小
小６,縮,セーターがチヂむ,縮
小６,縮,シュンシュクする生地,伸縮
小６,熟,四字ジュクゴ,熟語
小６,熟,果実がセイジュクする,成熟
小６,熟,ミジュクな腕前,未熟
小６,純,ジュンジョウな若者,純情
小６,純,ジュンキン製の指輪,純金
小６,純,ジュンパクのドレス,純白
小６,処,ゴミのショリ,処理
小６,処,トラブルにタイショする,対処
小６,処,ショブンを決定する,処分
小６,署,ショメイ活動,署名
小６,署,ケイサツショに行く,警察署
小６,署,ゼイムショの職員,税務署
小６,諸,ショクンにお願いする,諸君
小６,諸,ヨーロッパショコク,諸国
小６,諸,ショトウを巡る,諸島
小６,除,障害をジョキョする,除去
小６,除,仲間からノゾく,除
小６,除,部屋のソウジ,掃除
小６,将,ショウグンに仕える,将軍
小６,将,タイショウの命令,大将
小６,将,ショウライの夢,将来
小６,傷,フショウ者を助ける,負傷
小６,傷,キズが痛む,傷
小６,傷,ジュウショウを負う,重傷
小６,障,ショウガイ物を避ける,障害
小６,障,仕事のサワりになる,障
小６,障,機械がコショウする,故障
小６,城,立派なシロ,城
小６,城,コジョウの跡,古城
小６,城,ジョウカマチを歩く,城下町
小６,蒸,ジョウキ機関車,蒸気
小６,蒸,タオルをムす,蒸
小６,蒸,スイジョウキが発生する,水蒸気
小６,針,ホウシンを決める,方針
小６,針,ハリに糸を通す,針
小６,針,ラシンバンを見る,羅針盤
小６,仁,ジンアイの心,仁愛
小６,仁,ジンギを重んじる,仁義
小６,仁,ジンジュツを施す,仁術
小６,垂,スイチョクに立てる,垂直
小６,垂,枝がタれる,垂
小６,垂,ケンスイの練習,懸垂
小６,推,犯人をスイリする,推理
小６,推,計画をオし進める,推
小６,推,被害をスイソクする,推測
小６,寸,スンポウを測る,寸法
小６,寸,イッスンの虫,一寸
小６,寸,スンプンの狂いもない,寸分
小６,盛,セイダイなパーティー,盛大
小６,盛,ご飯をモる,盛
小６,盛,スポーツがサカンだ,盛
小６,聖,セイジンの教え,聖人
小６,聖,シンセイな場所,神聖
小６,聖,セイショを読む,聖書
小６,誠,セイジツな人柄,誠実
小６,誠,マコトの心,誠
小６,誠,チュウセイを誓う,忠誠
小６,宣,独立センゲン,宣言
小６,宣,新製品のセンデン,宣伝
小６,宣,センキョウ師,宣教
小６,専,センモン家,専門
小６,専,センギョウ主婦,専業
小６,専,勉強にセンネンする,専念
小６,泉,オンセンにつかる,温泉
小６,泉,イズミの水,泉
小６,泉,ゲンセン掛け流し,源泉
小６,洗,センガン料,洗顔
小６,洗,手をアラう,洗
小６,洗,センタク物を干す,洗濯
小６,染,センショクの技術,染色
小６,染,布を青くソめる,染
小６,染,ウイルスにカンセンする,感染
小６,善,ゼンニンぶる,善人
小６,善,ヨい行い,善
小６,善,環境をカイゼンする,改善
小６,奏,ピアノのエンソウ,演奏
小６,奏,リコーダーのガッソウ,合奏
小６,奏,バンソウを務める,伴奏
小６,窓,シャソウからの眺め,車窓
小６,窓,マドを開ける,窓
小６,窓,マドグチで尋ねる,窓口
小６,創,新しい文化をソウゾウする,創造
小６,創,ツクり話,創
小６,創,ソウサク活動,創作
小６,装,ソウビを整える,装備
小６,装,ドレスをヨソオう,装
小６,装,フクソウの乱れ,服装
小６,層,チソウの重なり,地層
小６,層,カイソウ社会,階層
小６,層,ダンソウを調べる,断層
小６,操,機械のソウサ,操作
小６,操,人形をアヤツる,操
小６,操,ラジオタイソウ,体操
小６,蔵,図書館のゾウショ,蔵書
小６,蔵,レイゾウコに入れる,冷蔵庫
小６,蔵,ワインをチョゾウする,貯蔵
小６,臓,ナイゾウの検査,内臓
小６,臓,シンゾウの鼓動,心臓
小６,臓,カンゾウの働き,肝臓
小６,存,会社のソンゾク,存続
小６,存,データをホゾンする,保存
小６,存,スマホにイゾンする,依存
小６,尊,先生をソンケイする,尊敬
小６,尊,トウトい命,尊
小６,尊,意見をソンチョウする,尊重
小６,宅,タクハイ便が届く,宅配
小６,宅,ジタクに帰る,自宅
小６,宅,ジュウタク街,住宅
小６,担,タントウ者を呼ぶ,担当
小６,担,次代をニナう,担
小６,担,クラスのタンニン,担任
小６,探,ジャングルをタンケンする,探検
小６,探,宝物をサガす,探
小６,探,真理をタンキュウする,探求
小６,誕,タンジョウ日,誕生
小６,誕,キリストのセイタン,生誕
小６,誕,コウタン祭,降誕
小６,段,ダンラクを変える,段落
小６,段,カイダンを登る,階段
小６,段,シュダンを選ばない,手段
小６,暖,今年の冬はダントウだ,暖冬
小６,暖,アタタかい部屋,暖
小６,暖,ダンボウをつける,暖房
小６,値,カチのある品,価値
小６,値,ネダン交渉,値段
小６,値,アタイを求める,値
小６,宙,チュウガエりをする,宙返
小６,宙,ウチュウの神秘,宇宙
小６,宙,ソラを舞う,宙
小６,忠,チュウギを尽くす,忠義
小６,忠,チュウジツに再現する,忠実
小６,忠,チュウコクに従う,忠告
小６,著,チョサクケンを守る,著作権
小６,著,本をアラワす,著
小６,著,チョメイな作家,著名
小６,庁,ケンチョウ所在地,県庁
小６,庁,ショウチョウの再編,省庁
小６,庁,カンチョウ街,官庁
小６,頂,山のチョウジョウ,頂上
小６,頂,賞状をイタダく,頂
小６,頂,サンチョウからの景色,山頂
小６,潮,時代のフウチョウ,風潮
小６,潮,シオが引く,潮
小６,潮,マンチョウの海,満潮
小６,賃,チンギンが上がる,賃金
小６,賃,ヤチンを払う,家賃
小６,賃,電車のウンチン,運賃
小６,痛,フクツウが治る,腹痛
小６,痛,頭がイタい,痛
小６,痛,ズツウ薬を飲む,頭痛
小６,展,作品のテンジ,展示
小６,展,町のハッテン,発展
小６,展,ストーリーのテンカイ,展開
小６,討,トウギを重ねる,討議
小６,討,ケントウを祈る,健闘
小６,討,トウバツ隊を派遣する,討伐
小６,党,トウハを超える,党派
小６,党,セイトウの公約,政党
小６,党,ヨトウと野党,与党
小６,糖,トウブンを控える,糖分
小６,糖,サトウを入れる,砂糖
小６,糖,トウニョウ病,糖尿
小６,届,荷物をトドける,届
小６,届,ケッセキドドけ,欠席届
小６,届,声がトドク,届く
小６,難,ナンショを越える,難所
小６,難,ムズカしい問題,難
小６,難,ヒナン訓練,避難
小６,乳,ギュウニュウを飲む,牛乳
小６,乳,チチを搾る,乳
小６,乳,ボニュウで育てる,母乳
小６,認,状況をニンシキする,認識
小６,認,間違いをミトめる,認
小６,認,カクニン作業,確認
小６,納,ノウキに間に合う,納期
小６,納,税金をオサめる,納
小６,納,ナットクがいく,納得
小６,脳,ノウハを調べる,脳波
小６,脳,ズノウ明晰な人,頭脳
小６,脳,シュノウ会談,首脳
小６,派,ハセイした問題,派生
小６,派,応援をハケンする,派遣
小６,派,リッパな建物,立派
小６,拝,お手紙をハイケンする,拝見
小６,拝,神仏をオガむ,拝
小６,拝,神社にサンパイする,参拝
小６,背,ハイケイに山が見える,背景
小６,背,セナカを向ける,背
小６,背,ハイゴに注意する,背後
小６,肺,ハイコキュウをする,肺呼吸
小６,肺,ハイエンにかかる,肺炎
小６,肺,シンパイ停止,心肺
小６,俳,ハイクを詠む,俳句
小６,俳,ハイユウの演技,俳優
小６,俳,ハイジンが集まる,俳人
小６,班,ハンチョウになる,班長
小６,班,一ハンから五ハン,班
小６,班,ハングミを決める,班組
小６,晩,コンバンは冷える,今晩
小６,晩,バンゴハンを食べる,晩
小６,晩,バンネンを穏やかに過ごす,晩年
小６,否,事実をヒテイする,否定
小６,否,ゴウヒの発表,合否
小６,否,サンピリョウロン,賛否
小６,批,ヒハンを浴びる,批判
小６,批,ヒヒョウ家の意見,批評
小６,批,条約をヒジュンする,批准
小６,秘,ヒミツを守る,秘密
小６,秘,胸にヒめる,秘
小６,秘,シンピ的な森,神秘
小６,腹,リップクして帰る,立腹
小６,腹,ハラが立つ,腹
小６,腹,クウフクを満たす,空腹
小６,奮,コウフン冷めやらない,興奮
小６,奮,勇気をフルう,奮
小６,奮,フントウする,奮闘
小６,並,ヘイコウ線をたどる,平行
小６,並,列にナラぶ,並
小６,並,ヘイカして進める,並行
小６,陛,天皇ヘイカ,陛下
小６,陛,皇后ヘイカ,陛下
小６,陛,ヘイケンを賜る,陛見
小６,閉,お店がヘイテンする,閉店
小６,閉,本をトじる,閉
小６,閉,ヘイサ的な空間,閉鎖
小６,片,部屋をカタづける,片
小６,片,カタホウの靴,片方
小６,片,ガラスのハヘン,破片
小６,補,ホジョ輪を外す,補助
小６,補,欠点をオギナう,補
小６,補,コウホ者,候補
小６,暮,ユウグれ時,夕暮
小６,暮,一人クらし,暮
小６,暮,ボショクが迫る,暮色
小６,宝,ホウセキ箱,宝石
小６,宝,タカラモノを探す,宝物
小６,宝,コクホウの仏像,国宝
小６,訪,家庭ホウモン,訪問
小６,訪,友人をオトズれる,訪
小６,訪,ライホウ者,来訪
小６,亡,海外へボウメイする,亡命
小６,亡,国家のソンボウ,存亡
小６,亡,ナくなる,亡
小６,忘,ボウキャクの彼方,忘却
小６,忘,約束をワスれる,忘
小６,忘,ケンボウ症,健忘
小６,棒,ボウきれを拾う,棒
小６,棒,テツボウの練習,鉄棒
小６,棒,ドロボウを捕まえる,泥棒
小６,枚,マイスウを数える,枚数
小６,枚,一マイの紙,枚
小６,枚,マイキョにいとまがない,枚挙
小６,幕,大会のカイマク,開幕
小６,幕,江戸バクフ,幕府
小６,幕,マクアイの休憩,幕間
小６,密,ミッシュウ地帯,密集
小６,密,セイミツな検査,精密
小６,密,ヒミツの場所,秘密
小６,盟,メイユウの契り,盟友
小６,盟,ドウメイを結ぶ,同盟
小６,盟,カメイ国,加盟
小６,模,モヨウを描く,模様
小６,模,飛行機のモケイ,模型
小６,模,キボを拡大する,規模
小６,訳,ツウヤクの仕事,通訳
小６,訳,ワケを話す,訳
小６,訳,ホンヤク書を読む,翻訳
小６,郵,ユウビン局に行く,郵便
小６,郵,ユウソウで送る,郵送
小６,郵,ユウゼイを払う,郵税
小６,優,ユウシュウな成績,優秀
小６,優,ヤサしい言葉,優
小６,優,ジョユウになる,女優
小６,幼,ヨウジ向けの番組,幼児
小６,幼,オサナい頃,幼
小６,幼,ヨウチな考え,幼稚
小６,羊,ヨウモウのセーター,羊毛
小６,羊,ヒツジの群れ,羊
小６,羊,ボクヨウ地,牧羊
小６,欲,ヨクボウを満たす,欲望
小６,欲,水がホしい,欲
小６,欲,ゴウヨクな人,強欲
小６,翌,ヨクジツの朝,翌日
小６,翌,ヨクネンの春,翌年
小６,翌,ヨクチョウ早く起きる,翌朝
小６,乱,ランザツな部屋,乱雑
小６,乱,ペースをミダす,乱
小６,乱,コンランを避ける,混乱
小６,卵,ランオウと卵白,卵黄
小６,卵,タマゴ焼き,卵
小６,卵,サケのサンラン,産卵
小６,覧,カンラン車に乗る,観覧
小６,覧,テンラン会に行く,展覧
小６,覧,本をエツランする,閲覧
小６,裏,紙のリメン,裏面
小６,裏,ウラの畑,裏
小６,裏,ウラガエしに着る,裏返
小６,律,キリツ正しい生活,規律
小６,律,ホウリツを守る,法律
小６,律,インリツを踏む,韻律
小６,臨,リンジ休業,臨時
小６,臨,海をノゾむ部屋,臨
小６,臨,王がクンリンする,君臨
小６,朗,詩をロウドクする,朗読
小６,朗,ロウホウが届く,朗報
小６,朗,ホガらかな性格,朗
小６,論,ロンブンを書く,論文
小６,論,ケツロンを出す,結論
小６,論,ギロンを交わす,議論
