英単語,発音,品詞,日本語訳,細かい発音,単元
brother,[ブラザー],名,兄/弟/兄弟,[b（ブ）][ro（ラ）][ther（ザー）]  ※ [r(ル)]  [o(ア)],DAY61
sister,[スィスター],名,姉/妹/姉妹,[si（スィ）][s（ス）][ter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY61
grandfather,[グランドゥファーザー],名,祖父,[g（グ）][ra（ラ）][n（ン）][d（ドゥ）][fa（ファー）][ther（ザー）],DAY61
grandmother,[グランドゥマザー],名,祖母,[g（グ）][ra（ラ）][n（ン）][d（ドゥ）][mo（マ）][ther（ザー）],DAY61
parent,[ペアレントゥ],名,親,[par（ペア）][e（エ）][n（ン）][t（トゥ）]  ※ [p(プ)]  [ar(エアー)],DAY61
artist,[アーティストゥ],名,芸術家,[ar（アー）][ti（ティ）][s（ス）][t（トゥ）],DAY61
doctor,[ドクター],名,医者,[do（ド）][c（ク）][tor（ター）]  ※ [t(トゥ)]  [or(アー)],DAY61
farmer,[ファーマー],名,農家,[far（ファー）][mer（マー）]  ※ [f(フ)]  [ar(アー)]  [m(ム)]  [er(アー)],DAY61
nurse,[ナース],名,看護師※最後のeは発音しない,[nur（ナー）][se（ス）]  ※ [n(ヌ)]  [ur(アー)],DAY61
player,[プレイヤー],名,選手,[p（プ）][lay（レイ）][er（アー）]  ※ [l(ル)]  [ay(エイ)],DAY62
singer,[スィンガー],名,歌手,[si（スィ）][n（ン）][g（グ）][er（アー）]  ※ [s(ス)]  [i(イ)],DAY62
worker,[ワーカー],名,働く人/労働者,[wor（ワー）][k（ク）][er（アー）]  ※ [w(ウ)]  [or(アー)],DAY62
member,[メンバー],名,メンバー/一員,[me（メ）][m（ン）][ber（バー）]  ※ [b(ブ)]  [er(アー)],DAY62
expert,[エクスパートゥ],名,専門家,[ex（エクス）][per（パー）][t（トゥ）]  ※ [p(プ)]  [er(アー)],DAY62
ear,[イアー],名,耳,[e（イ）][ar（アー）],DAY62
hair,[ヘアー],名,髪,[h（フ）][air（エアー）],DAY62
heart,[ハートゥ],名,心臓/心,[hear（ハー）][t（トゥ）]  ※ [h(フ)]  [ear(アー)],DAY62
shoulder,[ショルダー],名,肩,[shou（ショ）][l（ル）][der（ダー）]  ※ [sh(シ)]  [ou(オ)],DAY62
arm,[アーム],名,腕,[ar（アー）][m（ム）],DAY62
finger,[フィンガー],名,（手の）指,[fi（フィ）][n（ン）][ger（ガー）]  ※ [g(グ)]  [er(アー)],DAY63
bird,[バードゥ],名,鳥,[bir（バー）][d（ドゥ）]  ※ [b(ブ)]  [ir(アー)],DAY63
horse,[ホース],名,ウマ※最後のeは発音しない,[hor（ホー）][se（ス）]  ※ [h(フ)]  [or(オー)],DAY63
river,[リヴァー],名,川,[ri（リ）][ver（ヴァー）]  ※ [v(ヴ)]  [er(アー)],DAY63
forest,[フォーレストゥ],名,森,[f（フ）][or（オー）][e（エ）][s（ス）][t（トゥ）],DAY63
star,[スター],名,星,[s（ス）][tar（ター）]  ※ [t(トゥ)]  [ar(アー)],DAY63
weather,[ウェザー],名,天気,[wea（ウェ）][ther（ザー）]  ※ [w(ウ)]  [ea(エ)]  [th(ズ)]  [er(アー)],DAY63
air,[エア],名,空気/大気,[air（エアー）],DAY63
earth,[アース],名,地球,[ear（アー）][th（ス）],DAY63
farm,[ファーム],名,農場,[far（ファー）][m（ム）]  ※ [f(フ)]  [ar(アー)],DAY63
north,[ノース],名,北,[nor（ノー）][th（ス）]  ※ [n(ヌ)]  [or(オー)],DAY64
north,[ノース],形,北の,[nor（ノー）][th（ス）]  ※ [n(ヌ)]  [or(オー)],DAY64
north,[ノース],副,北に,[nor（ノー）][th（ス）]  ※ [n(ヌ)]  [or(オー)],DAY64
world,[ワールドゥ],名,世界,[wor（ワー）][l（ル）][d（ドゥ）]  ※ [w(ウ)]  [or(アー)],DAY64
tower,[タワー],名,塔,[to（タ）][wer（ワー）]  ※ [w(ウ)]  [er(アー)],DAY64
park,[パーク],名,公園,[par（パー）][k（ク）]  ※ [p(プ)]  [ar(アー)],DAY64
garden,[ガードゥン],名,庭※eは発音しない,[gar（ガー）][den（ドゥン）]  ※ [g(グ)]  [ar(アー)],DAY64
car,[カー],名,車,[c（ク）][ar（アー）],DAY64
airport,[エアポートゥ],名,空港,[air（エア）][por（ポー）][t（トゥ）]  ※ [p(プ)]  [or(オー)],DAY64
Germany,[ジャーマニー],名,ドイツ,[Ger（ジャー）][ma（マ）][ny（ニー）]  ※ [g(ジ)]  [er(アー)],DAY64
soccer,[サッカー],名,サッカー,[so（サ）][ccer（カー）]  ※ [c(ク)]  [er(アー)],DAY64
sport,[スポートゥ],名,スポーツ,[s（ス）][por（ポー）][t（トゥ）]  ※ [p(プ)]  [or(オー)],DAY64
tour,[トゥアー],名,旅行/ツアー,[to（トゥ）][ur（アー）],DAY65
chorus,[コーラス],名,合唱,[ch（ク）][or（オー）][ru（ラ）][s（ス）],DAY65
concert,[コンサートゥ],名,コンサート,[co（コ）][n（ン）][cer（サー）][t（トゥ）]  ※ [c(ス)]  [er(アー)],DAY65
art,[アートゥ],名,芸術/美術,[ar（アー）][t（トゥ）],DAY65
story,[ストーリー],名,物語/話,[s（ス）][t（トゥ）][ory（オーリー）]  ※ [or(オー)]  [y(イー)],DAY65
ours,[アワーズ],代,私たちのもの,[our（アワー）][s（ズ）],DAY65
your,[ユアー],形,あなたの,[you（ユ）][r（アー）],DAY65
yours,[ユアーズ],代,あなたのもの,[you（ユ）][r（アー）][s（ズ）],DAY65
her,[ハー],形,彼女の,[h（フ）][er（アー）],DAY65
her,[ハー],代,彼女を/彼女に,[h（フ）][er（アー）],DAY65
hers,[ハーズ],代,彼女のもの,[her（ハー）][r（ズ）]  ※ [h(フ)]  [er(アー)],DAY65
their,[ゼア],形,彼らの/彼女らの/それらの,[the（ゼ）][ir（アー）]  ※ [th(ズ)]  [e(エ)],DAY66
theirs,[ゼアーズ],代,彼らのもの/彼女らのもの,[the（ゼ）][ir（アー）][s（ズ）]  ※ [th(ズ)]  [e(エ)],DAY66
our,[アワー],形,私たちの,[our（アワー）],DAY66
other,[アザー],形,他の,[o（ア）][ther（ザー）]  ※ [th(ズ)]  [er(アー)],DAY66
more,[モア],形,もっと多くの,[mo（モ）][re（アー）]  ※ [m(ム)]  [o(オ)],DAY66
more,[モア],副,もっと,[mo（モ）][re（アー）]  ※ [m(ム)]  [o(オ)],DAY66
another,[アナザー],形,もう１つの/別の,[a（ア）][no（ナ）][ther（ザー）]  ※ [n(ヌ)]  [o(ア)],DAY66
word,[ワードゥ],名,言葉/単語,[wor（ワー）][d（ドゥ）]  ※ [w(ウ)]  [or(アー)],DAY66
person,[パーソン],名,人,[per（パー）][so（ソ）][n（ン）]  ※ [p(プ)]  [er(アー)],DAY66
area,[エァリア],名,地域/領域,[a（エァ）][re（リ）][a（ア）]  ※ [r(ル)]  [e(イ)],DAY66
effort,[エフォートゥ],名,努力,[e（エ）][ffor（フォートゥ）][t（トゥ）]  ※ [f(フ)]  [or(オー)],DAY66
center,[センター],名,中心/中央,[c（ス）][en（エン）][ter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY67
theater,[スィアター],名,劇場/映画館,[the（スィ）][a（ア）][ter（ター）]  ※ [th(ス)]  [e(イ)],DAY67
tear,[ティア],名,涙,[te（ティ）][ar（アー）]  ※ [t(トゥ)]  [e(イ)],DAY67
order,[オーダー],名,注文/順番/命令,[or（オー）][der（ダー）]  ※ [d(ドゥ)]  [er(アー)],DAY67
order,[オーダー],動,注文する/命令する,[or（オー）][der（ダー）]  ※ [d(ドゥ)]  [er(アー)],DAY67
letter,[レター],名,手紙/文字,[le（レ）][tter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY67
dear,[ディアー],形,親愛なる,[de（ディ）][ar（アー）]  ※ [d(ドゥ)]  [e(イ)],DAY67
part,[パートゥ],名,部分/役割,[par（パー）][t（トゥ）]  ※ [p(プ)]  [ar(アー)],DAY67
market,[マーケットゥ],名,市場/マーケット,[mar（マー）][ke（ケ）][t（トゥ）]  ※ [m(ム)]  [ar(アー)],DAY67
purpose,[パーパス],名,目的※最後のeは発音しない,[pur（パー）][po（パ）][se（ス）]  ※ [p(プ)]  [ur(アー)],DAY67
matter,[マター],名,問題/事柄,[ma（マ）][tter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY67
never,[ネヴァー],副,決して～ない/１度も～ない,[ne（ネ）][ver（ヴァー）]  ※ [v(ヴ)]  [er(アー)],DAY68
here,[ヒア],副,ここに/ここで,[he（ヒ）][re（アー）]  ※ [h(フ)]  [e(イ)],DAY68
together,[トゥゲザー],副,一緒に,[to（トゥ）][ge（ゲ）][ther（ザー）]  ※ [th(ズ)]  [er(アー)],DAY68
around,[アラウンド],前,～のまわりに,[a（ア）][ro（ラ）][u（ウ）][n（ン）][d（ドゥ）]  ※ [r(ル)]  [o(ア)],DAY68
for,[フォー],前,～のために/～にとって/～間,[f（フ）][or（オー）],DAY68
under,[アンダー],前,～の下に/～の下で,[u（ア）][n（ン）][der（ダー）]  ※ [d(ドゥ)]  [er(アー)],DAY68
near,[ニアー],前,～の近くに/～の近くで,[ne（ニ）][ar（アー）]  ※ [n(ヌ)]  [e(イ)],DAY68
during,[デュアリング],前,～の間に,[dur（デュア）][ing（イング）]  ※ [du(デュ)]  [r(アー)],DAY68
over,[オウヴァー],前,～の真上に/～以上に/～を覆って,[o（オウ）][ver（ヴァー）]  ※ [v(ヴ)]  [er(アー)],DAY68
before,[ビフォー],前,～の,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
before,[ビフォー],前,に,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
before,[ビフォー],接,～する,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
before,[ビフォー],前,に,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
before,[ビフォー],副,以,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
before,[ビフォー],前,に,[be（ビ）][fore（フォー）]  ※ [f(フ)]  [or(オー)] ※ 最後のeは発音しない,DAY68
after,[アフター],前,～の後に,[a（ア）][f（フ）][ter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY69
after,[アフター],接,～した後で,[a（ア）][f（フ）][ter（ター）]  ※ [t(トゥ)]  [er(アー)],DAY69
or,[オー],接,～か/～や/または,[or（オー）],DAY69
ever,[エヴァー],副,今まで/これまで,[e（エ）][ver（ヴァー）]     ※ [v(ヴ)]  [er(アー)],DAY69
far,[ファー],形,遠い,[f（フ）][ar（アー）],DAY69
far,[ファー],副,遠くに,[f（フ）][ar（アー）],DAY69
anymore,[エニモア],副,（否定文で）もはや～（ない）※最後のeは発音しない,[a（エ）][ny（ニー）][mo（モ）][re（アー）],DAY69
forever,[フォーエヴァー],副,ずっと/永遠に,[for（フォー）][e（エ）][ver（ヴァー）]   ※ f[フ]  or[オー],DAY69
however,[ハウエヴァー],副,しかしながら,[how（ハウ）][e（エ）][ver（ヴァー）]  ※ [h(フ)]  [ow(アウ)],DAY69
carefully,[ケアフリー],副,注意深く,[care（ケア）][fu（フ）][lly（リー）]  ※ [c(ク)]  [are(エア)],DAY69
he,[ヒー],代,彼は,[h（フ）][e（イー）],DAY69
me,[ミー],代,私を/私に,[m（ム）][e（イー）],DAY69
we,[ウィー],代,私たちは,[w（ウ）][e（イー）],DAY70
go,[ゴウ],動,行く,[g（グ）][o（オウ）],DAY70
so,[ソウ],副,とても/そのように/そんなに,[s（ス）][o（オウ）],DAY70
so,[ソウ],接,だから,[s（ス）][o（オウ）],DAY70
no,[ノウ],形,全く～ない/１つも～ない,[n（ヌ）][o（オウ）],DAY70
no,[ノウ],副,いいえ,[n（ヌ）][o（オウ）],DAY70
to,[トゥー],前,～に,[t（トゥ）][o（ウー）],DAY70
into,[イントゥー],前,～の中に,[in（イン）][to（トゥー）]  ※ [t(トゥ)]  [o(ウー)],DAY70
ago,[アゴウ],副,～,[a（ア）][go（ゴウ）]  ※ [g(グ)]  [o(オウ)],DAY70
ago,[アゴウ],前,に,[a（ア）][go（ゴウ）]  ※ [g(グ)]  [o(オウ)],DAY70
only,[オウンリー],副,～だけ/たった,[o（オウ）][n（ン）][ly（リ）]  ※ [l(ル)]  [y(イ)],DAY70
only,[オウンリー],形,唯一の,[o（オウ）][n（ン）][ly（リ）]  ※ [l(ル)]  [y(イ)],DAY70
even,[イーヴン],副,～でさえ※２つ目のeは発音しない,[e（イー）][ve（ヴ）][n（ン）] ,DAY70
alone,[アロウン],副,一人で※最後のeは発音しない,[a（ア）][lo（ロウ）][ne（ン）]  ※ [l(ル)]  [o(オウ)],DAY70
eat,[イートゥッ],動,食べる,[ea（イー）][t（トゥ）],DAY71
open,[オウプン],動,開ける/開く,[o（オウ）][p（プ）][en（ン）]               ※ eは発音しない,DAY71
open,[オウプン],形,開いている,[o（オウ）][p（プ）][en（ン）]               ※ eは発音しない,DAY71
zero,[ジーァロウ],名,0,[ze（ジー）][ro（ロウ）]  ※ [z(ズ)]  [e(イー)]  [r(ル)]  [o(オウ)],DAY71
thousand,[サウザンドゥ],名,1000,[tho（サ）][u（ウ）][sa（ザ）][n（ン）][d（ドゥ）] ※ [th(ス)]  [o(ア)],DAY71
April,[エイプリル],名,4月,[A（エイ）][p（プ）][ri（リ）][l（ル）]  ※ [r(ル)]  [i(イ)],DAY71
blue,[ブルー],名,青色,[b（ブ）][lue（ルー）]  ※ [l(ル)]  [u(ウー)],DAY71
blue,[ブルー],形,青い※最後のeは発音しない,[b（ブ）][lue（ルー）]  ※ [l(ル)]  [u(ウー)],DAY71
sofa,[ソウファ],名,ソファー,[so（ソウ）][fa（ファ）]  ※ [s(ス)]  [o(オウ)]  [f(フ)]  [a(ア)],DAY71
movie,[ムーヴィー],名,映画,[mo（ムー）][vie（ヴィー）]  ※ [m(ム)]  [o(ウー)],DAY71
robot,[ロウボットゥ],名,ロボット,[ro（ロウ）][bo（ボ）][t（トゥ）]  ※ [r(ル)]  [o(オ)],DAY71
have,[ハヴ],動,持っている/食べる/開催する,[ha（ハ）][ve（ヴ）]                      ※ eは発音しない,DAY71
look,[ルック],動,見る/～に見える,[l（ル）][oo（ウッ）][k（ク）],DAY72
study,[スタディ],動,勉強する/研究する,[s（ス）][tu（タ）][dy（ディ）]  ※ [d(ドゥ)]  [y(イー)],DAY72
study,[スタディ],名,勉強/研究,[s（ス）][tu（タ）][dy（ディ）]  ※ [d(ドゥ)]  [y(イー)],DAY72
want,[ウォントゥ],動,ほしい,[wa（ウォ）][n（ン）][t（トゥ）]   ※ [w(ウ)]  [a(オ)],DAY72
cook,[クック],動,（料理を）作る,[c（ク）][oo（ウッ）][k（ク）],DAY72
cook,[クック],名,料理人,[c（ク）][oo（ウッ）][k（ク）],DAY72
listen,[リッスン],動,聞く/耳を傾ける※tとeは発音しない,[li（リ）][sten（スン）],DAY72
buy,[バイ],動,買う,[bu（バ）][y（イ）]  ※ [b(ブ)]  [u(ア)],DAY72
come,[カム],動,来る※eは発音しない,[co（カ）][me（ム）]  ※ [c(ク)]  [o(ア)],DAY72
try,[トゥライ],動,試す,[t（トゥ）][ry（ライ）]  ※ [r(ル)]  [y(アイ)],DAY72
talk,[トーク],動,話す,[t（トゥ）][al（オー）][k（ク）],DAY72
visit,[ヴィジットゥ],動,訪れる,[vi（ヴィ）][si（ジ）][t（トゥ）]  ※ [v(ヴ)]  [i(イ)],DAY72
walk,[ウォーク],動,歩く,[wal（ウォー）][k（ク）]   ※ [w(ウ)]  [al(オー)],DAY73
dance,[ダンス],動,踊る※最後のeは発音しない,[da（ダ）][n（ン）][ce（ス）],DAY73
practice,[プラクティス],動,練習する,[p（プ）][ra（ラ）][c（ク）][ti（ティ）][ce（ス）],DAY73
practice,[プラクティス],名,練習※最後のeは発音しない,[p（プ）][ra（ラ）][c（ク）][ti（ティ）][ce（ス）],DAY73
do,[ドゥー],動,する,[d（ドゥ）][o（ウー）],DAY73
touch,[タッチ],動,触る,[tou（タ）][ch（チ）]  ※ [t(トゥ)]  [ou(ア)],DAY73
put,[プットゥ],動,置く,[pu（プ）][t（トゥ）]   ※ [p(プ)]  [u(ウ)],DAY73
climb,[クライム],動,登る※bは発音しない,[c（ク）][li（ライ）][mb（ム）] ,DAY73
love,[ラヴ],動,愛する/大好き※最後のeは発音しない,[lo（ラ）][ve（ヴ）]  ※ [l(ル)]  [o(ア)],DAY73
fly,[フライ],動,飛ぶ,[f（フ）][ly（ライ）]  ※ [l(ル)]  [y(アイ)],DAY73
collect,[コレクトゥ],動,集める,[co（コ）][lle（レ）][c（ク）][t（トゥ）]  ※ [c(ク)]  [o(オ)],DAY73
ski,[スキー],動,スキーをする,[s（ス）][ki（キ）]  ※ [k(ク)]  [i(イ)],DAY74
travel,[トゥラヴェル],動,旅行する/（光や音が）伝わる,[t（トゥ）][ra（ラ）][ve（ヴェ）][l（ル）]  ※ [v(ヴ)]  [e(エ)],DAY74
find,[ファインドゥ],動,見つける/～だと分かる,[fi（ファイ）][n（ン）][d（ドゥ）]  ※ [f(フ)]  [i(アイ)],DAY74
experience,[イクスピリエンス],名,経験/体験※最後のeは発音しない,[ex（イクス）][pe（ピ）][ri（リ）][en（エン）][ce（ス）],DAY74
begin,[ビギン],動,始める/始まる,[be（ビ）][gi（ギ）][n（ン）]  ※ [b(ブ)]  [e(イ)],DAY74
become,[ビカム],動,～になる※最後のeは発音しない,[be（ビ）][co（カ）][me（ム）],DAY74
cry,[クライ],動,泣く/叫ぶ,[c（ク）][ry（ライ）]  ※ [r(ル)]  [y(アイ)],DAY74
give,[ギヴ],動,与える/あげる※最後のeは発音しない,[gi（ギ）][ve（ヴ）],DAY74
move,[ムーヴ],動,,[mo（ムー）][ve（ヴ）]  ※ [m(ム)]  [o(ウー)],DAY74
move,[ムーヴ],動,く/,[mo（ムー）][ve（ヴ）]  ※ [m(ム)]  [o(ウー)],DAY74
move,[ムーヴ],動,かす/引っ越す※最後のeは発音しない,[mo（ムー）][ve（ヴ）]  ※ [m(ム)]  [o(ウー)],DAY74
introduce,[イントゥロデュース],動,紹介する/導入する※最後のeは発音しない,[in（イン）][t（トゥ）][ro（ロ）][du（デュー）][ce（ス）],DAY74
welcome,[ウェルカム],動,歓迎する,[we（ウェ）][l（ル）][co（カ）][me（ム）] ,DAY75
welcome,[ウェルカム],名,歓迎※最後のeは発音しない,[we（ウェ）][l（ル）][co（カ）][me（ム）] ,DAY75
develop,[ディヴェロップ],動,発達する/発達させる/開発する,[de（ディ）][ve（ヴェ）][lo（ロ）][p（プ）],DAY75
celebrate,[セレブレイトゥ],動,祝う※最後のeは発音しない,[ce（セ）][le（レ）][b（ブ）][ra（レイ）][te（トゥ）],DAY75
solve,[ソルヴ],動,（問題を）解く/解決する※最後のeは発音しない,[so（ソ）][l（ル）][ve（ヴ）],DAY75
imagine,[イマジン],動,想像する※最後のeは発音しない,[i（イ）][ma（マ）][gi（ジ）][ne（ン）],DAY75
lose,[ルーズ],動,失う/負ける※最後のeは発音しない,[lo（ルー）][se（ズ）],DAY75
communicate,[コミュニケイトゥ],動,コミュニケーションをとる※最後のeは発音しない,[co（コ）][mmu（ミュ）][ni（ニ）][ca（ケイ）][te（トゥ）],DAY75
continue,[コンティニュー],動,続ける/続く※最後のeは発音しない,[co（コ）][n（ン）][ti（ティ）][nue（ニュー）],DAY75
interview,[インタヴュー],名,面,[in（イ）][ter（ター）][view（ヴュー）],DAY75
interview,[インタヴュー],接,/インタビュー,[in（イ）][ter（ター）][view（ヴュー）],DAY75
interview,[インタヴュー],動,面,[in（イ）][ter（ター）][view（ヴュー）],DAY75
interview,[インタヴュー],接,する,[in（イ）][ter（ター）][view（ヴュー）],DAY75
active,[アクティヴ],形,活,[a（ア）][c（ク）][ti（ティ）][ve（ヴ）],DAY75
active,[アクティヴ],動,的な/活発な※eは発音しない,[a（ア）][c（ク）][ti（ティ）][ve（ヴ）],DAY75
angry,[アングリー],形,怒っている,[a（ア）][n（ン）][g（グ）][ry（リー）]  ※ [r(ル)]  [y(イー)],DAY76
beautiful,[ビューティフル],形,美しい,[bea（ビー）][u（ユー）][ti（ティ）][fu（フ）][l（ル）],DAY76
busy,[ビジー],形,忙しい,[bu（ビ）][sy（ジー）]  ※ [s(ズ)]  [y(イー)],DAY76
cool,[クール],形,かっこいい/すずしい,[coo（クー）][l（ル）]  ※ [c(ク)]  [oo(ウー)],DAY76
famous,[フェイマス],形,有,[fa（フェイ）][mou（マ）][s（ス）]  ※ [m(ム)]  [ou(ア)],DAY76
famous,[フェイマス],名,な,[fa（フェイ）][mou（マ）][s（ス）]  ※ [m(ム)]  [ou(ア)],DAY76
hungry,[ハングリー],形,空腹の,[hu（ハ）][n（ン）][g（グ）][ry（リー）]  ※ [h(フ)]  [u(ア)],DAY76
kind,[カインドゥ],形,親切な,[ki（カイ）][n（ン）][d（ドゥ）]  ※ [k(ク)]  [i(アイ)],DAY76
kind,[カインドゥ],名,種類,[ki（カイ）][n（ン）][d（ドゥ）]  ※ [k(ク)]  [i(アイ)],DAY76
good,[グッドゥ],形,良い/美味しい,[g（グ）][oo（ウッ）][d（ドゥ）],DAY76
popular,[ポピュラー],形,人気のある,[po（ポ）][pu（ピュ）][lar（ラー）]  ※ [l(ル)]  [ar(アー)],DAY76
special,[スペシャル],形,特別な,[s（ス）][pe（スペ）][ci（シ）][a（ア）][lル）],DAY76
tired,[タイアード],形,疲れた,[ti（タイ）][re（アー）][d（ドゥ）]  ※ [t(トゥ)]  [i(アイ)],DAY77
wonderful,[ワンダフル],形,すばらしい,[wo（ワ）][n（ン）][der（ダー）][ful（フル）],DAY77
old,[オウルドゥ],形,古い/年をとった,[o（オウ）][l（ル）][d（ドゥ）],DAY77
young,[ヤング],形,若い,[you（ヤ）][n（ン）][g（グ）]  ※ [y(ユ)]  [ou(ア)],DAY77
many,[メニー],形,たくさんの,[ma（メ）][ny（ニー）]  ※ [n(ヌ)]  [y(イー)],DAY77
new,[ニュー],形,新しい,[n（ヌ）][ew（ユー）],DAY77
exciting,[イクサイティング],形,わくわくさせるような,[ex（イクス）][ci（サイ）][ti（ティ）][n（ン）][g（グ）],DAY77
favorite,[フェイヴァリットゥ],形,お気に入りの/一番好きな※最後のeは発音しない,[fa（フェイ）][vo（ヴァ）][ri（リ）][te（トゥ）],DAY77
interesting,[インタレスティング],形,面白い/興味深い,[in（イン）][ter（ター）][est（エストゥ）][ing（イング）],DAY77
cold,[コウルドゥ],形,冷たい/寒い,[co（コウ）][l（ル）][d（ドゥ）]  ※ [c(ク)]  [o(オウ)],DAY77
easy,[イージー],形,簡単な,[ea（イー）][sy（ジー）]  ※ [s(ズ)]  [y(イー)],DAY78
difficult,[ディフィカルトゥ],形,難しい,[di（ディ）][ffi（フィ）][cu（カ）][l（ル）][t（トゥ）],DAY78
different,[ディファレントゥ],形,違う/異なった/様々な,[di（ディ）][ffer（ファー）][e（エ）][n（ン）][t（トゥ）],DAY78
friendly,[フレンドゥリー],形,親しみやすい/友好的な,[f（フ）][rie（レ）][n（ン）][d（ドゥ）][ly（リー）],DAY78
lucky,[ラッキー],形,幸運な,[lu（ラ）][cky（キー）]  ※ [ck(ク)]  [y(イー)],DAY78
international,[インターナショナル],形,国際的な,[in（イン）][ter（ター）][na（ナ）][tio（ショ）][na（ナ）][l（ル）],DAY78
delicious,[デリシャス],形,美味しい,[de（デ）][li（リ）][cious（シャス）]  ※ [ci(シ)]  [ous(アス)],DAY78
foreign,[フォーリン],形,外国の※gは発音しない,[for（フォー）][eign（イン）] ,DAY78
interested,[インタレスティドゥ],形,興味がある,[in（イン）][ter（ター）][est（エストゥ）][ed（イドゥ）],DAY78
excited,[イクサイティドゥ],形,わくわくしている/興奮している,[ex（イクス）][ci（サイ）][ted（ティドゥ）]  ※ [c(ス)]  [i(アイ)],DAY78
sure,[シュア],形,確かな/確信している,[su（シュ）][re（アー）]  ※ [s(ス)]  [u(ユ)],DAY79
sure,[シュア],副,もちろん,[su（シュ）][re（アー）]  ※ [s(ス)]  [u(ユ)],DAY79
local,[ロウカル],形,地元の,[lo（ロウ）][ca（カ）][l（ル）]  ※ [l(ル)]  [o(オウ)],DAY79
usual,[ユージュアル],形,ふつうの/いつもの,[u（ユー）][su（ジュ）][a（ア）][l（ル）]  ※ [s(ズ)]  [u(ユ)],DAY79
traditional,[トゥラディショナル],形,伝統的な,[t（トゥ）][ra（ラ）][di（ディ）][tio（ショ）][na（ナ）][l（ル）],DAY79
amazing,[アメイジング],形,驚くべき/すばらしい,[a（アメ）][ma（メイ）][zi（ジ）][n（ン）][g（グ）],DAY79
several,[セヴェラル],形,いくつかの,[se（セ）][ve（ヴェ）][ra（ラ）][l（ル）],DAY79
American,[アメリカン],名,アメリカ人,[A（ア）][me（メ）][ri（リ）][ca（カ）][n（ン）],DAY79
American,[アメリカン],形,アメリカの/アメリカ人の,[A（ア）][me（メ）][ri（リ）][ca（カ）][n（ン）],DAY79
Chinese,[チャイニーズ],名,中国人/中国語,[Chi（チャイ）][ne（ニー）][se（ズ）]  ※ [ch(チ)]  [i(アイ)]  ※ 最後のeは発音しない,DAY79
Chinese,[チャイニーズ],形,中国の/中国語の,[Chi（チャイ）][ne（ニー）][se（ズ）]  ※ [ch(チ)]  [i(アイ)]  ※ 最後のeは発音しない,DAY79
poor,[ポア],形,貧しい/かわいそうな,[po（ポ）][or（アー）],DAY79
expensive,[イクスペンスィヴ],形,高価な※最後のeは発音しない,[ex（イクス）][pe（ペ）][n（ン）][si（スィ）][ve（ヴ）],DAY79
dangerous,[デインジャラス],形,危険な,[da（デイ）][n（ン）][ge（ジャ）][rou（ラ）][s（ス）],DAY80
final,[ファイナル],形,最後の,[fi（ファイ）][na（ナ）][l（ル）],DAY80
quiet,[クワイエットゥ],形,静かな,[qu（ク）][i（アイ）][e（エ）][t（トゥ）],DAY80
social,[ソウシャル],形,社会の,[so（ソウ）][ci（シ）][a（ア）][l（ル）],DAY80
simple,[スィンプル],形,単純な※最後のeは発音しない,[si（スィ）][m（ン）][p（プ）][le（ル）],DAY80
necessary,[ネセサリー],形,必要な,[ne（ネ）][ce（セ）][ssa（サ）][ry（リー）],DAY80
convenient,[コンヴィニエントゥ],形,便利な/都合の良い,[co（コ）][n（ン）][ve（ヴィ）][ni（ニ）][e（エ）][n（ン）][t（トゥ）],DAY80
helpful,[ヘルプフル],形,役に立つ,[he（ヘ）][l（ル）][p（プ）][fu（フ）][l（ル）],DAY80
various,[ヴァリアス],形,さまざまな,[va（ヴァ）][ri（リ）][ous（ア）]  ※ [ou(ア)]  [s(ス)],DAY80
honest,[オネストゥ],形,正直な※hは発音しない,[ho（オ）][ne（ネ）][s（ス）][t（トゥ）] ,DAY80
one,[ワン],名,1,[one（ワン）],DAY81
two,[トゥー],名,2,[two（トゥー）],DAY81
seven,[セヴン],名,７※2つ目のeは発音しない,[se（セ）][ve（ヴ）][n（ン）],DAY81
eleven,[イレヴン],名,１１※3つ目のeは発音しない,[e（イ）][le（レ）][ven（ヴン）] ,DAY81
twelve,[トゥウェルヴ],名,１２※最後のeは発音しない,[t（トゥ）][we（ウェ）][l（ル）][ve（ヴ）],DAY81
seventeen,[セヴンティーン],名,１７※2つ目のeは発音しない,[se（セ）][ve（ヴ）][n（ン）][tee（ティー）][n（ン）],DAY81
twenty,[トゥウェンティー],名,20,[t（トゥ）][we（ウェ）][n（ン）][ty（ティー）],DAY81
